ASIN,Book Title,Amazon Link,Episode Count,Episode Numbers
"B092QZHWD4","The Right to Sex","https://www.amazon.in/Right-Sex-Sunday-Times-Bestseller-ebook/dp/B092QZHWD4/ref=sr_1_1?crid=192TK5A4SRZW0",2,"259;259"
"B07DP1387P","The Ugliness of the Indian Male","https://www.amazon.in/Ugliness-Indian-Male-other-Propositions-ebook/dp/B07DP1387P/ref=sr_1_1?crid=1FS9DD68GKDE1",2,"259;259"
"B06XXSFCLH","Why Loiter?","https://www.amazon.in/Why-Loiter-Women-Mumbai-Streets-ebook/dp/B06XXSFCLH/ref=sr_1_1?crid=1A5GC5BF75BRC",4,"259;259;293;293"
"8172238975","autobiography","https://www.amazon.in/My-Story-Kamala-Das/dp/8172238975/ref=sr_1_2?crid=1BD4LETPJ6T9A",2,"259;259"
"B06XYP8B6R","poems","https://www.amazon.in/Selected-Poems-Kamala-Das-ebook/dp/B06XYP8B6R/ref=tmm_kin_swatch_0?_encoding=UTF8",6,"259;259;284;284;314;314"
"B08M9N8K9L","PADMAVATI THE HARLOT & OTHER STORIES","https://www.amazon.in/PADMAVATI-HARLOT-OTHER-STORIES-Kamala-ebook/dp/B08M9N8K9L/ref%3Dtmm_kin_swatch_0?_encoding%3DUTF8%26qid%3D1641762728%26sr%3D8-1",2,"259;259"
"B08ZJWLR64","After the End of Art","https://www.amazon.in/After-End-Art-Contemporary-Princeton-ebook/dp/B08ZJWLR64/ref=sr_1_1?crid=3PTHDDV0GA48Z",2,"260;260"
"B004Y5460W","The Origins of Political Order: From Prehuman Times to the French Revolution","https://www.amazon.in/Origins-Political-Order-Prehuman-Revolution-ebook/dp/B004Y5460W/ref=sr_1_2?crid=212ZXBZOTN5TC",14,"260;260;270;270;282;282;285;285;290;290;307;307;313;313"
"B017IGPTDQ","At The Existentialist Café","https://www.amazon.in/At-Existentialist-Caf%C3%A9-Freedom-Cocktails-ebook/dp/B017IGPTDQ/ref=sr_1_2?crid=3RVHI2LY1ZZH0",2,"260;260"
"0141189347","Cat&#8217;s Cradle","https://www.amazon.in/Cats-Cradle-Penguin-Modern-Classics/dp/0141189347/ref=sr_1_1?crid=3QBZAWOPU6WJJ",2,"260;260"
"B0050OMJIW","Catch 22","https://www.amazon.in/Catch-22-Joseph-Heller-ebook/dp/B0050OMJIW/ref=sr_1_1?crid=36YEN2RIIC8SG",4,"260;260;318;318"
"B00TONTAEG","Dynasty: The Rise and Fall of the House of Caesar","https://www.amazon.in/Dynasty-Rise-Fall-House-Caesar-ebook/dp/B00TONTAEG/ref=sr_1_1?crid=CC7CDW4O5ACP",2,"260;260"
"B07P5CS7Z4","Exhalation","https://www.amazon.in/Exhalation-Ted-Chiang-ebook/dp/B07P5CS7Z4/ref=sr_1_1?keywords=exhalation+ted+chiang",2,"260;260"
"B07CBJPWJP","Identity","https://www.amazon.in/Identity-Contemporary-Politics-Struggle-Recognition-ebook/dp/B07CBJPWJP/ref=sr_1_19?crid=212ZXBZOTN5TC",2,"260;260"
"B00KDB2JP0","Political Order and Political Decay","https://www.amazon.in/Political-Order-Decay-Industrial-Globalisation-ebook/dp/B00KDB2JP0/ref=reads_cwrtbar_1/260-9224734-9609046?pd_rd_w=VQawh",14,"260;260;270;270;282;282;285;285;290;290;307;307;313;313"
"B008B8DY2O","Shantaram","https://www.amazon.in/Shantaram-Gregory-David-Roberts-ebook/dp/B008B8DY2O/ref=sr_1_1?crid=1TKWBJ85MYRP4",4,"260;260;275;275"
"B07VPR8LS1","The Anarchy","https://www.amazon.in/Anarchy-Relentless-Rise-India-Company-ebook/dp/B07VPR8LS1/ref=sr_1_3?crid=3VN88X5YMAJDO",4,"260;260;262;262"
"6257959454","The Notebooks of Leonardo Da Vinci","https://www.amazon.in/Notebooks-Leonardo-Vinci-Complete-Illustrated/dp/6257959454/ref=sr_1_3?crid=294ZQZWR6KH27",2,"260;260"
"0714847038","The Story of Art","https://www.amazon.in/Story-Art-Pocket-H-Gombrich/dp/0714847038/ref=sr_1_3?crid=1E07XKBCXVPP",2,"260;260"
"140120841X","V for Vendetta","https://www.amazon.in/V-Vendetta-Alan-Moore/dp/140120841X/ref=sr_1_7?crid=VPSGU768QJR0",2,"260;260"
"1401248195","Watchmen","https://www.amazon.in/Watchmen-International-Alan-Moore/dp/1401248195/ref=sr_1_4?crid=VPSGU768QJR0",2,"260;260"
"B06XY9RS1T","If It's Monday It Must Be Madurai: A Conducted Tour of India","https://www.amazon.in/Its-Monday-Must-Madurai-Conducted-ebook/dp/B06XY9RS1T/ref=sr_1_1?crid=10CAR6G9IRLOT",4,"261;261;280;280"
"B00DTUKK4O","Daily Rituals","https://www.amazon.in/Daily-Rituals-Great-Minds-Inspiration-ebook/dp/B00DTUKK4O/ref=sr_1_3?crid=3BX3P4YGE6BNI",6,"261;261;280;280;293;293"
"B07H7NHSPG","Daily Rituals: Women at Work","https://www.amazon.in/Daily-Rituals-Women-at-Work-ebook/dp/B07H7NHSPG/ref=sr_1_6?crid=3BX3P4YGE6BNI",6,"261;261;280;280;293;293"
"B00IHS3XE2","Dataclysm: Who We Are (When We Think No One’s Looking)","https://www.amazon.in/Dataclysm-When-Think-Ones-Looking-ebook/dp/B00IHS3XE2/ref=sr_1_1?crid=9WF7C9WXMTUQ",2,"261;261"
"B08R5SRYXX","Despite the State","https://www.amazon.in/Despite-State-India-Lets-People-ebook/dp/B08R5SRYXX/ref=sr_1_1?crid=3FC57Y8Q62KLF",4,"261;261;290;290"
"B00PM4HU48","English","https://www.amazon.in/Ponniyin-Selvan-Book-Fresh-Floods-ebook/dp/B00PM4HU48/ref=sr_1_7?crid=RRC91M52OODB",2,"261;261"
"B081Q6SPS5","English audio","https://www.amazon.in/Fresh-Floods-Ponniyin-Selvan-Book/dp/B081Q6SPS5/ref=tmm_aud_swatch_0?_encoding=UTF8",2,"261;261"
"B0711Y3BVG","Everybody Lies","https://www.amazon.in/Everybody-Lies-York-Times-Bestseller-ebook/dp/B0711Y3BVG/ref=sr_1_1?crid=OFRLY704PV5I",8,"261;261;276;276;280;280;329;329"
"B07MXJ33HN","Tamil","https://www.amazon.in/Product-15-new/dp/B07MXJ33HN/ref=sr_1_2?crid=2UPWQ0EFMMFO7",2,"261;261"
"B00JUS9CXE","The Competent Authority","https://www.amazon.in/Competent-Authority-Shovon-Chowdhury-ebook/dp/B00JUS9CXE/ref=sr_1_1?keywords=the+competent+authority",2,"261;261"
"069109389X","The Ultimate Resource","https://www.amazon.in/Ultimate-Resource-Julian-Lincoln-Simon/dp/069109389X/ref=sr_1_1?keywords=the+ultimate+resource+julian+simon",4,"261;261;264;264"
"B072HMBLSM","The White Album","https://www.amazon.in/White-Album-Essays-Joan-Didion-ebook/dp/B072HMBLSM/ref=sr_1_5?crid=2GDTW491M786V",2,"261;261"
"B00B3V5AAK","Ayodhya &#8211; The Dark Night","https://www.amazon.in/Ayodhya-Dark-Night-Dhirendra-Jha-ebook/dp/B00B3V5AAK/ref=sr_1_1?crid=3RL8VKKVSOHMM",4,"262;262;277;277"
"B00BJ6YWUI","Characters of Shakespeare&#8217;s Plays","https://www.amazon.in/Characters-Shakespeares-Illustrated-William-Hazlitt-ebook/dp/B00BJ6YWUI/ref=sr_1_1?crid=3Q9RSWKRFHXPX",2,"262;262"
"B08C4BDSMG","China’s Good War","https://www.amazon.in/Chinas-Good-War-Shaping-Nationalism-ebook/dp/B08C4BDSMG/ref=sr_1_1?crid=3H1EN64OHZ0GQ",2,"262;262"
"8179753719","Collected Works of Ram Manohar Lohia","https://www.amazon.in/Collected-Works-Rammanohar-Lohia-Vols/dp/8179753719/ref=sr_1_1?crid=1DXZMM422E5QO",2,"262;262"
"1316616312","Creating a New Medina","https://www.amazon.in/gp/product/1316616312/ref=dbs_a_def_rwt_bibl_vppi_i0",2,"262;262"
"B08QJMJWQ3","Empire of Pain","https://www.amazon.in/Empire-Pain-History-Sackler-Dynasty-ebook/dp/B08QJMJWQ3/ref=sr_1_1?crid=W0LQU2E9A2GG",2,"262;262"
"B073QRMXNM","Great Expectations","https://www.amazon.in/Great-Expectations-AmazonClassics-Charles-Dickens-ebook/dp/B073QRMXNM/ref=sr_1_3?crid=TQ0JCOK1WOS5",4,"262;262;314;314"
"B084MCRPSN","Hind Swaraj","https://www.amazon.in/Hind-Swaraj-M-K-Gandhi-ebook/dp/B084MCRPSN/ref=sr_1_2?crid=RDLCDXPA9DKZ",11,"262;262;264;264;272;272;278;318;318;327;327"
"B07T6XQ4H1","Kings of Shanghai","https://www.amazon.in/Kings-Shanghai-Jon-Kaufman-ebook/dp/B07T6XQ4H1/ref=sr_1_1?crid=IRNUI4ABLMHJ",2,"262;262"
"B00E6OQBAE","Liquid Modernity","https://www.amazon.in/Liquid-Modernity-Zygmunt-Bauman-ebook/dp/B00E6OQBAE/ref=sr_1_1?crid=1KO0U8E2L2OB5",2,"262;262"
"B008M7RWWC","Nehru: A Contemporary&#8217;s Estimate","https://www.amazon.in/Nehru-Contemporarys-Estimate-Walter-Crocker-ebook/dp/B008M7RWWC/ref=sr_1_1?crid=1VEKUO215MUR5",2,"262;262"
"B09GH2KD1X","Nehru: The Debates that Defined India","https://www.amazon.in/Nehru-Debates-that-Defined-India-ebook/dp/B09GH2KD1X/ref=sr_1_1?crid=1X4D8WMU1QKOD",10,"262;262;265;265;269;269;270;270;272;272"
"B06XXYS2XT","Nehru: The Invention of India","https://www.amazon.in/Nehru-Invention-India-Shashi-Tharoor-ebook/dp/B06XXYS2XT/ref=sr_1_2?crid=S073G7D95LR",2,"262;262"
"B00847CN5Q","Preface to Shakespeare","https://www.amazon.in/Preface-Shakespeare-Samuel-Johnson-ebook/dp/B00847CN5Q/ref=sr_1_5?keywords=preface+to+shakespeare+samuel+johnson",2,"262;262"
"B009B1H7QO","The Impossible Indian: Gandhi and the Temptation of Violence","https://www.amazon.in/Impossible-Indian-Gandhi-Temptation-Violence-ebook/dp/B009B1H7QO/ref=sr_1_1?crid=RBLW73FP1WMO",2,"262;262"
"B06XYQ2CFM","The Last Mughal","https://www.amazon.in/Last-Mughal-William-Dalrymple-ebook/dp/B06XYQ2CFM/ref=sr_1_4?crid=RE1AZP8PKQO5",2,"262;262"
"B07HCKX8SY","The Rabbit and the Squirrel: A Love Story about Friendship","https://www.amazon.in/Rabbit-Squirrel-Story-about-Friendship-ebook/dp/B07HCKX8SY/ref=sr_1_1?crid=2F2580BAOXXHL",2,"262;262"
"B00J90C04G","The Soong Sisters","https://www.amazon.in/Soong-Sisters-Emily-Hahn-ebook/dp/B00J90C04G/ref=sr_1_1?crid=2M0OT9PAEFA54",2,"262;262"
"B08HGKD49D","Violent Fraternity","https://www.amazon.in/Violent-Fraternity-Indian-Shruti-Kapila-ebook/dp/B08HGKD49D/ref=sr_1_1?crid=2KKLJ1XWZ6N32",4,"262;262;272;272"
"B093G2HY3G","Amader Shantiniketan","https://www.amazon.in/dp/B093G2HY3G/ref=dp-kindle-redirect?_encoding=UTF8",4,"263;263;326;326"
"9383125098","Clever Wives and Happy Idiots: Folktales from the Kumaon Himalayas","https://www.amazon.in/Clever-Wives-Happy-Idiots-Folktales/dp/9383125098",1,"263"
"0143066439","Folktales from India","https://www.amazon.in/Folktales-India-K-Ramanujan/dp/0143066439/ref=sr_1_1?crid=33947VCQ6TURU",4,"263;263;284;284"
"B09RK7ZJV9","Maya Ne Ghumayo","https://www.amazon.in/dp/B09RK7ZJV9/ref=dp-kindle-redirect?_encoding=UTF8",2,"263;263"
"0374523878","The Odyssey: A Stage Version","https://www.amazon.in/Odyssey-Stage-Version-Derek-Walcott/dp/0374523878/ref=sr_1_5?keywords=odyssey+derek+walcott",2,"263;263"
"B06XXGZ8FJ","The Other Country","https://www.amazon.in/Other-Country-Dispatches-Mofussil-ebook/dp/B06XXGZ8FJ/ref=sr_1_11?qid=1644159753",2,"263;263"
"B00HS2NOCO","The Second Sex","https://www.amazon.in/Second-Sex-Vintage-Classics-ebook/dp/B00HS2NOCO/ref=sr_1_1?crid=245ROACYXGYML",6,"263;263;311;311;325;325"
"B003V8B5XO","Atlas Shrugged","https://www.amazon.in/Atlas-Shrugged-Ayn-Rand-ebook/dp/B003V8B5XO/ref=sr_1_1?crid=216FGIEF8F4IJ",2,"264;264"
"B07CZQXRRT","GORA eBook : Tagore, Rabindranath , Ghosh, Suparna: Amazon.in: Kindle Store","https://www.amazon.in/GORA-Rabindranath-Tagore-ebook/dp/B07CZQXRRT/ref=sr_1_5?crid=ARXYPAJQI7KH",2,"264;264"
"8184620195","Lakshmi: An Introduction","https://www.amazon.in/Lakshmi-Introduction-Dr-Devdutt-Pattanaik/dp/8184620195/ref=sr_1_fkmr1_2?crid=1J9Q8SJXVTPBO",2,"264;264"
"B06XXY6R4L","The Emergency: A Personal History","https://www.amazon.in/Emergency-Personal-History-Coomi-Kapoor-ebook/dp/B06XXY6R4L/ref=sr_1_2?crid=CC6YUOV6FLD3",10,"264;264;276;276;305;305;327;327;333;333"
"B0084ANSES","The Home and the World","https://www.amazon.in/Home-World-Rabindranath-Tagore-ebook/dp/B0084ANSES/ref=sr_1_2?crid=1L1CYUVF9ODX1",2,"264;264"
"8123722028","The Mahatma and the Poet","http://amazon.in/Mahatma-Poet-Sabyasachi-Bhattacharya/dp/8123722028/ref=sr_1_1?crid=19DT0H3OZ0KQF",6,"264;264;265;265;284;284"
"B00AKE1PRS","The Skeptical Environmentalist","https://www.amazon.in/Skeptical-Environmentalist-Measuring-State-World-ebook/dp/B00AKE1PRS/ref=sr_1_5?crid=1HA8AY94E23Q9",2,"264;264"
"B08NCMHBH1","A Suitable Boy","https://www.amazon.in/Suitable-Boy-Vikram-Seth-ebook/dp/B08NCMHBH1/ref=sr_1_2?crid=20L5783P0FOD2",2,"265;265"
"0143031899","Husband Of A Fanatic","https://www.amazon.in/Husband-Fanatic-Amitava-Kumar/dp/0143031899/ref=sr_1_5?crid=26BDGBXHS9AX8",2,"265;265"
"B002RI9YE6","The Remains of the Day (FF Classics)","https://www.amazon.in/Remains-Day-FF-Classics-ebook/dp/B002RI9YE6/ref=sr_1_1?crid=2H3C6D12RIACY",2,"265;265"
"B00XZQB4JW","Waiting for the Barbarians","https://www.amazon.in/Waiting-Barbarians-J-M-Coetzee-ebook/dp/B00XZQB4JW/ref=sr_1_20?crid=3KX7CP6DXGEUG",2,"265;265"
"0241951801","Austerlitz","https://www.amazon.in/Austerlitz-Penguin-Essentials-W-Sebald/dp/0241951801/ref=sr_1_1?crid=92UAYC6O4WZO",2,"265;265"
"B08SQJ7HDL","Beautiful World, Where Are You","https://www.amazon.in/Beautiful-World-Where-Are-internationally-ebook/dp/B08SQJ7HDL/ref=sr_1_2?crid=1MTFH80RW85UA",2,"265;265"
"B00YIBRU00","Citizen: An American Lyric","https://www.amazon.in/Citizen-American-Lyric-Claudia-Rankine-ebook/dp/B00YIBRU00/ref=sr_1_3?crid=BSOQ5TJEY06Z",2,"265;265"
"B00XZQB6A4","Disgrace","https://www.amazon.in/Disgrace-J-M-Coetzee-ebook/dp/B00XZQB6A4/ref=sr_1_1?crid=3KX7CP6DXGEUG",2,"265;265"
"0571345891","English, August: An Indian Story","https://www.amazon.in/English-August-Indian-Upamanyu-Chatterjee/dp/0571345891/ref=sr_1_1?crid=3GJMV5A002QNH",2,"265;265"
"B00AOF8C38","Hermit in Paris","https://www.amazon.in/Hermit-Paris-Penguin-Modern-Classics-ebook/dp/B00AOF8C38/ref=sr_1_1?crid=22JX1AB4O5SXE",2,"265;265"
"B007KA1UI4","India: A Million Mutinies Now","https://www.amazon.in/gp/product/B007KA1UI4/ref=dbs_a_def_rwt_hsch_vapi_tkin_p1_i11",4,"265;265;408;408"
"1590171632","Jejuri","https://www.amazon.in/Jejuri-York-Review-Books-Classics/dp/1590171632/ref=sr_1_1?crid=3KH1EA6L1UPDS",6,"265;265;284;284;314;314"
"0670058165","Letters from a Father to his Daughter","https://www.amazon.in/Letters-Father-Daughter-Jawaharlal-Nehru/dp/0670058165/ref=sr_1_7?crid=1WF6X3JR6GVMQ",2,"265;265"
"B004FV4XIK","So Long, See You Tomorrow","https://www.amazon.in/gp/product/B004FV4XIK/ref=dbs_a_def_rwt_hsch_vapi_tkin_p1_i0",4,"265;265;320;320"
"B0084B0CKA","Tess of the d&#8217;Urbervilles","https://www.amazon.in/Tess-dUrbervilles-Thomas-Hardy-ebook/dp/B0084B0CKA/ref=tmm_kin_swatch_0?_encoding=UTF8",2,"265;265"
"9354893740","The Blue Book: A Writer&#8217;s Journal","https://www.amazon.in/Blue-Book-Writers-Journal/dp/9354893740/ref=sr_1_1?crid=26BDGBXHS9AX8",2,"265;265"
"1628973307","Voices From Chernobyl","https://www.amazon.in/Chernobyl-Belarussian-Literature-Svetlana-Alexievich/dp/1628973307/ref=sr_1_2?crid=EQ32RC87TB93",2,"265;265"
"0374185433","Words in Air: The Complete Correspondence Between Elizabeth Bishop and Robert Lowell","https://www.amazon.in/Words-Air-Complete-Correspondence-Elizabeth/dp/0374185433/ref=sr_1_1?crid=1G880ABSTC4HY",2,"265;265"
"B07Q6K4595","Writing Badly is Easy","https://www.amazon.in/Writing-Badly-Easy-Amitava-Kumar-ebook/dp/B07Q6K4595/ref=sr_1_3?crid=26BDGBXHS9AX8",2,"265;265"
"B009UX0IV4","A Fish in the Water","https://www.amazon.in/Fish-Water-Mario-Vargas-Llosa-ebook/dp/B009UX0IV4/ref=sr_1_8?crid=I2JT7SVDZWZ2",2,"266;266"
"B091D227HL","A Functioning Anarchy?: Essays for Ramachandra Guha","https://www.amazon.in/Functioning-Anarchy-Essays-Ramachandra-Guha-ebook/dp/B091D227HL/ref=sr_1_14?keywords=ramachandra+guha",2,"266;266"
"8126715022","Aadha Gaon","https://www.amazon.in/Aadha-Gaon-Rahi-Masoom-Raza/dp/8126715022",5,"266;275;292;301;320"
"B01FM46QCY","Anna Karenina","https://www.amazon.in/Anna-Karenina-Leo-Tolstoy-ebook/dp/B01FM46QCY/ref=sr_1_5?crid=UQK0S7ICBB77",6,"266;266;307;307;311;311"
"1604501634","Father Sergius","https://www.amazon.in/Father-Sergius-Story-Tolstoy-Leo/dp/1604501634",1,"266"
"B08XZPYZG1","Finding The Raga: An Improvisation on Indian Music","https://www.amazon.in/Finding-Raga-Improvisation-Indian-Music-ebook/dp/B08XZPYZG1/ref=sr_1_3?crid=1XUQP16GJV18V",2,"266;266"
"0198079826","Jawaharlal Nehru: A Biography","https://www.amazon.in/Jawaharlal-Nehru-Biography-SARVEPALLI-GOPAL/dp/0198079826/ref=sr_1_3?keywords=sarvepalli+gopal",2,"266;266"
"B00NOCL7DU","Limonov","https://www.amazon.in/Limonov-Novel-Penguin-Modern-Classics-ebook/dp/B00NOCL7DU/ref=sr_1_2?crid=1R27MZELN5QRS",2,"266;266"
"B07FTQ4GG8","Middlemarch","https://www.amazon.in/Middlemarch-George-Eliot-ebook/dp/B07FTQ4GG8/ref=sr_1_7?crid=HNNAGDQZ7DTI",2,"266;266"
"B08RHRZQBP","Of Gifted Voice: The Life and Art of MS Subbulakshmi","https://www.amazon.in/GIFTED-VOICE-Life-M-S-Subbulakshmi-ebook/dp/B08RHRZQBP/ref=sr_1_1?keywords=keshav+desiraju",2,"266;266"
"B09PBZGHNV","Rebels Against the Raj","https://www.amazon.in/Rebels-against-Raj-Western-Fighters-ebook/dp/B09PBZGHNV/ref=sr_1_3?crid=1APGCDHO3D01G",2,"266;266"
"B01MSZWFRH","Savaging the Civilized","https://www.amazon.in/Savaging-Civilized-Verrier-Elwin-Tribals-ebook/dp/B01MSZWFRH/ref=sr_1_5?crid=1APGCDHO3D01G",2,"266;266"
"B0082XN2IY","The Autobiography of Charles Darwin","https://www.amazon.in/Autobiography-Charles-Darwin-ebook/dp/B0082XN2IY/ref=sr_1_3?crid=3E6EBYHMD4AJQ",2,"266;266"
"8178245558","The Chipko Movement","https://www.amazon.in/Chipko-Movement-Peoples-History/dp/8178245558/ref=sr_1_4?crid=GT0LTIICO7ZB",2,"266;266"
"B07KJJ4NNC","The Gun, the Ship and the Pen: Warfare, Constitutions and the Making of the Modern World","https://www.amazon.in/Sword-Pen-constitutions-designing-modern-ebook/dp/B07KJJ4NNC/ref=sr_1_2?crid=EVHPJTNFQ39H",2,"266;266"
"B01CIN64DS","The Kingdom of God Is Within You","https://www.amazon.in/Kingdom-God-Within-Xist-Classics-ebook/dp/B01CIN64DS/ref=sr_1_2?crid=35TCRWGJW3TX5",2,"266;266"
"B00IBZRO2S","The Knox Brothers","https://www.amazon.in/gp/product/B00IBZRO2S/ref=dbs_a_def_rwt_hsch_vapi_tkin_p1_i11",2,"266;266"
"B092H1Y8PL","The Netanyahus","https://www.amazon.in/Netanyahus-Joshua-Cohen-ebook/dp/B092H1Y8PL/ref=sr_1_1?crid=R6MW31IMAWDP",2,"266;266"
"B07YWS6WMB","War and Peace","https://www.amazon.in/War-Peace-AmazonClassics-Leo-Tolstoy-ebook/dp/B07YWS6WMB/ref=sr_1_8?crid=UQK0S7ICBB77",2,"266;266"
"B00QVSBH98","Missing: Half the Story: Journalism as if Gender Matters","https://www.amazon.in/Missing-Story-Journalism-Gender-Matters-ebook/dp/B00QVSBH98/ref=sr_1_2?keywords=missing+half+the+story",2,"267;267"
"B08NJWZLJB","Our Hindu Rashtra","https://www.amazon.in/Our-Hindu-Rashtra-What-ebook/dp/B08NJWZLJB/ref=sr_1_2?crid=2FUEAXUDJ3L6J",2,"267;267"
"B09JBMZTT2","Price of the Modi Years","https://www.amazon.in/Price-Modi-Years-Aakar-Patel-ebook/dp/B09JBMZTT2/ref=sr_1_1?crid=2FUEAXUDJ3L6J",2,"267;267"
"B07JZ939W7","The Anatomy of Hate","https://www.amazon.in/Anatomy-Hate-Revati-Laul-ebook/dp/B07JZ939W7/ref=sr_1_1?crid=2QDYNWI02F9IQ",2,"267;267"
"B00PFWH4AC","The Seasons of Trouble","https://www.amazon.in/Seasons-Trouble-Ruins-Lankas-Civil-ebook/dp/B00PFWH4AC/ref=tmm_kin_swatch_0?_encoding=UTF8",2,"267;267"
"B0098UQVJC","Addiction by Design: Machine Gambling in Las Vegas","https://www.amazon.in/Addiction-Design-Machine-Gambling-Vegas-ebook/dp/B0098UQVJC/ref=sr_1_3?crid=2JGOHW5RVLH0D",8,"268;268;271;271;286;286;318;318"
"B09L9Y2W7S","Public Choice Theory and the Illusion of Grand Strategy","https://www.amazon.in/Public-Choice-Theory-Illusion-Strategy-ebook/dp/B09L9Y2W7S/",1,"268"
"B00D2WPUIK","Social Theory of International Politics","https://www.amazon.in/International-Politics-Cambridge-Studies-Relations-ebook/dp/B00D2WPUIK/ref=sr_1_5?crid=15G4STIAE0EYB",2,"268;268"
"B07LFLKMV4","The Idiot","https://www.amazon.in/Originals-Idiot-Fyodor-Dostoevsky-ebook/dp/B07LFLKMV4/ref=sr_1_3?crid=1Z9TKQ4B9A3S5",2,"268;268"
"0195649591","The Indian Constitution: Cornerstone of A Nation","https://www.amazon.in/Indian-Constitution-Cornerstone-Classic-Reissue/dp/0195649591/ref=sr_1_2?crid=3B56PDB8K5YWA",2,"268;268"
"B07J2V3PG4","The Revolt of The Public and the Crisis of Authority in the New Millennium","https://www.amazon.in/Revolt-Public-Crisis-Authority-Millennium-ebook/dp/B07J2V3PG4/ref=sr_1_1?crid=GVQ4G3TD35OP",4,"268;268;299;299"
"B074DP83C3","The Rise and Fall of the Great Powers","https://www.amazon.in/Rise-Fall-Great-Powers-1500-2000-ebook/dp/B074DP83C3/ref=sr_1_1?crid=2BET7H0XWVSOK",2,"268;268"
"B078RNL968","Why I am a Hindu","https://www.amazon.in/Why-am-Hindu-Shashi-Tharoor-ebook/dp/B078RNL968/ref=sr_1_11?crid=2VF3RYZ0BBEBX",2,"268;268"
"B003ELY7HO","Some Prefer Nettles (Vintage Classics)","https://www.amazon.in/Some-Prefer-Nettles-Vintage-Classics-ebook/dp/B003ELY7HO/ref=sr_1_4?crid=2G1HZH644QZ9N",4,"269;269;314;314"
"0195640683","Collected Poems","https://www.amazon.in/Collected-Poems-K-Ramanujan-Ramanujan-K/dp/0195640683/ref=sr_1_1?crid=F93JNLAPI0SD",4,"269;269;284;284"
"B07Y19XCNL","In Praise of Shadows","https://www.amazon.in/Praise-Shadows-Vintage-Classics-ebook/dp/B07Y19XCNL/ref=sr_1_2?crid=2G1HZH644QZ9N",2,"269;269"
"B000JQUVMC","The Book of Tea","https://www.amazon.in/Book-Tea-Kakuzo-Okakura-ebook/dp/B000JQUVMC/ref=sr_1_2?crid=T7GIV65VET06",2,"269;269"
"1405294574","The Collected Tintin","https://www.amazon.in/Tintin-Paperback-Boxed-Set-titles/dp/1405294574/ref=sr_1_7?crid=2XARP0GV1F7BW",2,"269;269"
"B06XY1FLP6","The Country without a Post Office","https://www.amazon.in/Country-without-Post-Office-ebook/dp/B06XY1FLP6/ref=sr_1_3?keywords=agha+shahid+ali",4,"269;269;284;284"
"B09HHL74Q9","The Fractured Himalaya","https://www.amazon.in/Fractured-Himalaya-India-Tibet-1949-1962-ebook/dp/B09HHL74Q9/ref=sr_1_1?crid=FMDSUL9S5T1Y",2,"269;269"
"B015Q3VB8U","The Tirukkural","https://www.amazon.in/Tirukkural-Tiruvalluvar-ebook/dp/B015Q3VB8U/ref=sr_1_6?crid=1WYL05IDGLS2X",2,"269;269"
"B01MTC17AI","Baburnama: A Memoir","https://www.amazon.in/Baburnama-Zahirudin-Muhammad-Babur-Padshah-ebook/dp/B01MTC17AI/ref=sr_1_2?crid=1UZFBUEIUDSMU",2,"270;270"
"B00SMDT4MC","Colours of the Cage: A Prison Memoir","https://www.amazon.in/COLOURS-CAGE-PRISON-Arun-Ferreira-ebook/dp/B00SMDT4MC/ref=sr_1_1?keywords=arun+ferreira+colors+of+the+cage",2,"270;270"
"B09LSXKLSW","Crowds and Power","https://www.amazon.in/Crowds-Power-Elias-Canetti-ebook/dp/B09LSXKLSW/ref=sr_1_1?crid=3EJ9YLSIGLBH3",6,"270;270;292;292;318;318"
"9390679117","India&#8217;s Undeclared Emergency","https://www.amazon.in/Indias-Undeclared-Emergency-Constitutionalism-Resistance/dp/9390679117/ref=sr_1_1?crid=3H8HS1KVBH3WU",2,"270;270"
"B01N0FO37U","Integral Humanism","https://www.amazon.in/INTEGRAL-HUMANISM-ANALYSIS-BASIC-ELEMENTS-ebook/dp/B01N0FO37U/ref=sr_1_2?crid=37TD3YD11RFIT",2,"270;270"
"8129113635","My Country, My Life","https://www.amazon.in/My-Country-Life-L-K-Advani/dp/8129113635/ref=sr_1_1?crid=1836757HK692I",2,"270;270"
"9391234224","Price of the Modi Years","https://www.amazon.in/Price-Modi-Years-Aakar-Patel/dp/9391234224/ref=sr_1_1?crid=3G682Q51W7SZ3",2,"270;270"
"B071NQBFQ8","State Building: Governance and World Order in the 21st Century","https://www.amazon.in/State-Building-Governance-World-Century-ebook/dp/B071NQBFQ8/ref=sr_1_8?crid=1FAZGT57FNE4H",12,"270;270;282;282;285;285;290;290;307;307;313;313"
"B09NNG6KGB","The Crowd: A Study of the Popular Mind","https://www.amazon.in/Crowd-Gustave-Bon-ebook/dp/B09NNG6KGB/ref=sr_1_4?keywords=gustave+le+bon",6,"270;270;292;292;318;318"
"B00F01IN6M","The Histories","https://www.amazon.in/Histories-Penguin-Press-Ancient-Classics-ebook/dp/B00F01IN6M/ref=sr_1_4?crid=2OYEIIRHV6FWS",2,"270;270"
"B004TQVKKK","The Life of the Bee","https://www.amazon.in/Life-Bee-Maurice-Maeterlinck-ebook/dp/B004TQVKKK/ref=tmm_kin_swatch_0?_encoding=UTF8",2,"270;270"
